label,target,corpus,target_group,Race,Religion,Gender,Sexual Orientation,Miscellaneous
normal,['None'],worst thing could done hate,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],“ gay right ” danielle rose russell,['Sexual Orientation'],0,0,0,1,0
offensive,['Refugee'],user user stop illegal alien,['Miscellaneous'],0,0,0,0,1
hatespeech,['None'],user user hate ,['Miscellaneous'],0,0,0,0,1
normal,['None'],tf lebron got mix match shoe tryna cute bruh focus making ayoffs      ,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user muslim,['Religion'],0,1,0,0,0
normal,['None'],people hate talk see show respect,['Miscellaneous'],0,0,0,0,1
normal,['None'],let cut b call like htpps theamericanguard org number number number democrat party black holocaust,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],user low class enjoy get fucked muslim,['Religion'],0,1,0,0,0
offensive,['Arab'],user arab,['Race'],1,0,0,0,0
offensive,['Refugee'],user see difference illegal immigrant baby belong government,['Miscellaneous'],0,0,0,0,1
normal,['None'],islam,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Asian', 'Jewish']",called jewish people asian actually white supremes,"['Race', 'Religion']",1,1,0,0,0
normal,['None'],rt  hate real usually love mask,['Miscellaneous'],0,0,0,0,1
offensive,['African'],user ya broke nigga got spotted ’ back,['Race'],1,0,0,0,0
offensive,['Other'],user ok buddy retard,['Miscellaneous'],0,0,0,0,1
normal,['Women'],user user woman could easily turned idea taste giving guy oral,['Gender'],0,0,1,0,0
offensive,['None'],user stream trench fucking hate omg,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user estimated u illegal alien population number million combined population number state,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user hate ’ z,['Miscellaneous'],0,0,0,0,1
normal,['Arab'],move arab israel pakistan think,['Race'],1,0,0,0,0
normal,['None'],lmfao aka thing funny tf think ndingayoyithatha eyam imali,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Islam', 'Jewish']",user user well ’ muslim course hate jew jew hatred one defining feature islam,"['Religion', 'Religion']",0,1,0,0,0
offensive,['Refugee'],user immigrant welcome criminal illegal alien deported maybe save number billion year waste,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user you number gay man,['Sexual Orientation'],0,0,0,1,0
offensive,['None'],forgot steak damn sink      ion even want to cook bitch,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],user republican ’ hate gay,['Sexual Orientation'],0,0,0,1,0
normal,['Caucasian'],white baby never impress ’ try,['Race'],1,0,0,0,0
offensive,['Islam'],user pocahontas jump bed moslem terrorist interesting combo,['Religion'],0,1,0,0,0
normal,['None'],tuck jean sock hate,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],oomf said ’ joke homophobic first ’ joke fuck gay  ,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],’ play gay w ’ really fuck,['Sexual Orientation'],0,0,0,1,0
offensive,['Women'],nobody love harder pisces girl you got to deal fucking retarded,['Gender'],0,0,1,0,0
normal,['None'],never thought hear dr ben carson called white supremacist recover shock,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user fucking hated first met,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user remember dad hung ukrainian neo nazi called captor gook,['Miscellaneous'],0,0,0,0,1
normal,['None'],nice quote whoever wrote quote genius,['Miscellaneous'],0,0,0,0,1
normal,['Women'],leadyourway safety work conducive working environment must woman,['Gender'],0,0,1,0,0
hatespeech,"['African', 'Arab', 'Islam']",anybody plan get kahn con muslime as fuck office yet fuckislam send sandnigger back sandbox part parcel yeah slime muslime african got enough number stopped acting civil revealed true nature,"['Race', 'Race', 'Religion']",1,1,0,0,0
normal,['Refugee'],expect minority immigrant refugee understand intricacy american racist rhetoric,['Miscellaneous'],0,0,0,0,1
offensive,"['African', 'Islam']",last true bastion bipartisanship criticizing black muslim refugee congresswoman,"['Race', 'Religion']",1,1,0,0,0
offensive,['Other'],zekes whole as bitch,['Miscellaneous'],0,0,0,0,1
offensive,['None'],bitch want friend     ,['Miscellaneous'],0,0,0,0,1
normal,['None'],user girl yes lmfao people get nerve know yo as ready use ghetto gif,['Miscellaneous'],0,0,0,0,1
normal,['None'],user damn eu stuck prestinni ’ cry as bench let simp get retarded main stage,['Miscellaneous'],0,0,0,0,1
normal,['None'],say anything violence chicago lot people responsible lol,['Miscellaneous'],0,0,0,0,1
normal,['None'],dead serious question illegal immigrant get access abortion planned parenthood,['Miscellaneous'],0,0,0,0,1
normal,['None'],user piss hate,['Miscellaneous'],0,0,0,0,1
hatespeech,"['African', 'Refugee']",notice share picture widely purpose rapefugee invasion europe syrian bomb never show victim islamic terror feral ghetto crawler tide turn black sun rising spoken victorysignaling,"['Race', 'Miscellaneous']",1,0,0,0,1
offensive,['Other'],miss kennedy six grade hate attitude problem adjusting black gym teacher mr green,['Miscellaneous'],0,0,0,0,1
normal,['None'],user kid hate shit,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user user iraqi refugee ask process delayed file please standwithiraqirefugees,['Miscellaneous'],0,0,0,0,1
offensive,['African'],get along asian white well mulatto much,['Race'],1,0,0,0,0
normal,['Refugee'],user user please help u help child lraqi refugee waiting turkey standwithiraqirefugees,['Miscellaneous'],0,0,0,0,1
offensive,['African'],laptop freeze freeze ghetto ,['Race'],1,0,0,0,0
normal,['African'],nigga friend dirty leave enemy unscathed,['Race'],1,0,0,0,0
offensive,['Homosexual'],hey lady know um jungkook gay,['Sexual Orientation'],0,0,0,1,0
normal,['Refugee'],user add ironic fake judge first generation lebanese american parent lebanese immigrant,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],user hire illegal alien nanny save money,['Miscellaneous'],0,0,0,0,1
normal,['None'],shoe fit wear ’ whatever,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],user oh moronullah accommodate muslim top rubble you are house want temple back period,['Religion'],0,1,0,0,0
hatespeech,['None'],user oh boy retard chill remind kid used fuck locker room gym,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],’ one ghetto,['Miscellaneous'],0,0,0,0,1
normal,"['Caucasian', 'Women']",user hm somehow care opinion someone whose tweet tribute about white woman,"['Race', 'Gender']",1,0,1,0,0
normal,['Refugee'],responsibility immigrant ’ son ,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],anyone want to join gay sauna tibet  ,['Sexual Orientation'],0,0,0,1,0
offensive,['Islam'],user well ramadan muslim sit home work islam based democracy biggest joke,['Religion'],0,1,0,0,0
offensive,['None'],retarded cursive talking as bitch ready like shit     ,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],user bad goy ’ glad kike tell think,['Religion'],0,1,0,0,0
offensive,['None'],user user yeah shocking retarded huffington post,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user traditional lutheran church serving estonian immigrant southern california since number,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user decide retarded troll,['Miscellaneous'],0,0,0,0,1
normal,['None'],user reported targeted harassment,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user hope gay,['Sexual Orientation'],0,0,0,1,0
offensive,['Jewish'],much kike post do not know start,['Religion'],0,1,0,0,0
normal,['Refugee'],’ funny people complain immigrant taking school job,['Miscellaneous'],0,0,0,0,1
offensive,"['Caucasian', 'Women']",sound stupid talk ghetto remember white woman calling jewelry bling embarrassing hear favorite white guy wearing pant ass whoever told cool,"['Race', 'Gender']",1,0,1,0,0
normal,['None'],justice bitch criminal lol,['Miscellaneous'],0,0,0,0,1
offensive,"['African', 'Jewish']",go back jew number tiny alien bolshevik minority helped set naacp primarily run funded manned jew uncivil right era adding negro number number increased reach number fold use negro shocktroops,"['Race', 'Religion']",1,1,0,0,0
offensive,['African'],’ happy came around white imagine raised ghetto,['Race'],1,0,0,0,0
offensive,['Other'],muich love playing stupid shit get number retard locking dp i am going to throw game well,['Miscellaneous'],0,0,0,0,1
normal,"['Christian', 'Islam', 'Jewish']",user christian muslim historical enemy jew,"['Religion', 'Religion', 'Religion']",0,1,0,0,0
offensive,['Homosexual'],anyways shit man rainbow flag represents lesbian better pink knock garbage fire one,['Sexual Orientation'],0,0,0,1,0
offensive,['Asian'],one feature girl face ’ cute ’ coming asian fine as,['Race'],1,0,0,0,0
offensive,"['African', 'Women']",instagram must really messing letting ghetto little slut follow,"['Race', 'Gender']",1,0,1,0,0
normal,['None'],get man ’ hoe lmao leave alone ’ trynna spoil husband,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],admit grockly fag get priority straight watching gay porn fantasizing milo cock,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],user user could possible sound like faggot,['Sexual Orientation'],0,0,0,1,0
hatespeech,"['African', 'Islam']",user user islam black sub human good slave,"['Race', 'Religion']",1,1,0,0,0
normal,['Homosexual'],gay heart shaking,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user fuck whoever scream wrestling fake movie series still cry,['Miscellaneous'],0,0,0,0,1
normal,['None'],user lawn enforcement new neon nazi plz rt,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user come guy takfir muslim search fault every number number quality make sad,['Religion'],0,1,0,0,0
offensive,['Other'],seriously kellyanne chris shiftiest chemistry ’ behave like lady make president look ghetto,['Miscellaneous'],0,0,0,0,1
offensive,['None'],lmao say person insulted stop thing done back you bitch cower corner try victim pussy still denial trailer trash product incest,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],user shooter must muslim,['Religion'],0,1,0,0,0
hatespeech,['Other'],unpopular opinion nazi probably best cult ever,['Miscellaneous'],0,0,0,0,1
normal,['None'],retweet want gain follow everyone retweets follow back whoever follows ,['Miscellaneous'],0,0,0,0,1
offensive,['Jewish'],democratic party openly anti semitic hate jew jexodus,['Religion'],0,1,0,0,0
offensive,['Islam'],many muslim kill believe real life justicefornewzealandmuslims,['Religion'],0,1,0,0,0
normal,['Islam'],bantu tagar prayfornewzealandmoslem moslem,['Religion'],0,1,0,0,0
normal,['Islam'],stand muslim community ,['Religion'],0,1,0,0,0
normal,['Islam'],instead telling muslim go mosque directly tackle rising islamophobia start taking white terrorism seriously,['Religion'],0,1,0,0,0
normal,['Islam'],heartbroken news heart prayer always victim muslim family around world,['Religion'],0,1,0,0,0
normal,"['Caucasian', 'Islam']",muslim person kill innocent people considered terrorist white person considered mentally ill,"['Race', 'Religion']",1,1,0,0,0
normal,['Islam'],muslim homies stay blessed today number real,['Religion'],0,1,0,0,0
normal,['None'],user hate,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],anytime see “ reform ” “ islam ” sentence already know gone bullsheet,['Religion'],0,1,0,0,0
offensive,['None'],make retard nut call shit download,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],user best racist violence inciting as complicit killing immigrant,['Miscellaneous'],0,0,0,0,1
normal,['Women'],knew gay minute saw adrienne chanel ’ mom cheetah girl non existent number year old dick mad hard,['Gender'],0,0,1,0,0
offensive,['None'],user shut nazi,['Miscellaneous'],0,0,0,0,1
offensive,['Men'],men actually retarded,['Gender'],0,0,1,0,0
offensive,"['Asian', 'Women']",oh yellow bitch shame,"['Race', 'Gender']",1,0,1,0,0
normal,['Refugee'],user user gavin newsom care criminal illegal alien recallgavinnewsom,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],fuck twitter mess cu ’ retarded bird nsu girl amp guy win conference tomorrow though behold,['Miscellaneous'],0,0,0,0,1
normal,"['Caucasian', 'Jewish']",even though thoroughly english jewish mother cannot white jewish completely sausage,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['Jewish'],user shut fuck kike enabler,['Religion'],0,1,0,0,0
normal,['Islam'],user many muslim pray you guy medic team best solution give treatmen,['Religion'],0,1,0,0,0
offensive,['African'],ghetto white influenced ghetto black give one example black culture influenced white positively  rock n roll,['Race'],1,0,0,0,0
offensive,['None'],user user retarded,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],noir good gay,['Sexual Orientation'],0,0,0,1,0
offensive,['None'],user might want to add anning literal nazi,['Miscellaneous'],0,0,0,0,1
hatespeech,['Arab'],told bunch misogynnist homophobic anti christian anti semite need go live arab want,['Race'],1,0,0,0,0
offensive,['Other'],user user ok that is retarded,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user ok let know find nazi,['Miscellaneous'],0,0,0,0,1
normal,['None'],think nazi chose wrong wedding crash,['Miscellaneous'],0,0,0,0,1
normal,['None'],nazi b yo got to b reality suck doubted,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],user asshole muslim kill hindu kashmir reason do not deserve sympathy,['Religion'],0,1,0,0,0
offensive,['None'],user whip hatred calling normal every day people nazi bad,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user ’ retarded believe,['Miscellaneous'],0,0,0,0,1
normal,"['Islam', 'Women']",user muslim congress woman ilhan omar,"['Religion', 'Gender']",0,1,1,0,0
offensive,['Jewish'],user user egganazi real actual nazi know,['Religion'],0,1,0,0,0
normal,['Homosexual'],user send fat girl become even gayer vro,['Sexual Orientation'],0,0,0,1,0
normal,['Islam'],user alexandria doe not talk muslim christian country medium teach dumbie think,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Arab', 'Asian']",black human human boomer cucks sjw parasite different black human asian arab sub specie,"['Race', 'Race', 'Race']",1,0,0,0,0
normal,['Arab'],user ’ mean arab bring together meant people know lot,['Race'],1,0,0,0,0
offensive,['Jewish'],number year post wwii  prohibited recruitment jew fear disloyalty,['Religion'],0,1,0,0,0
normal,['Homosexual'],nia vardalos big fat greek wedding made gay,['Sexual Orientation'],0,0,0,1,0
offensive,['Women'],bitch ’ want birthday end,['Gender'],0,0,1,0,0
normal,['None'],’ still yung nia censored ghetto,['Miscellaneous'],0,0,0,0,1
offensive,['African'],like dike bitch nigga ’ fuck wit ,['Race'],1,0,0,0,0
offensive,['African'],problem poetry spoken rhythmically set music low level ghetto scum culturally appropriating long standing european tradition annoys,['Race'],1,0,0,0,0
offensive,"['African', 'Women']",user user yeah alright retard black girl literal worst people earth,"['Race', 'Gender']",1,0,1,0,0
offensive,['Other'],user retarded accomplishment,['Miscellaneous'],0,0,0,0,1
hatespeech,['Homosexual'],go kill lesbian ew ’ think,['Sexual Orientation'],0,0,0,1,0
normal,['Homosexual'],user news anchor suck trump maybe even secret gay lover,['Sexual Orientation'],0,0,0,1,0
offensive,['Jewish'],conservative libertarianism farce libertarianism promotes gay marriage drug use race mixing manner filth degeneracy tool international jew could easily say number anymore argument idiot,['Religion'],0,1,0,0,0
offensive,['Refugee'],msm terminology went illegal alien undocumented immigrant immigrant last couple year know many legal immigrant glad deliberately confounding people law breaker disgusting newspeak msm illegals propaganda,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Arab', 'Jewish']",veteran got tired dealing faggot killing sandniggers jew fuck,"['Race', 'Religion']",1,1,0,0,0
normal,['None'],people calling undocumented immigrant labor unskilled dumb af ya ever built house shit ’ easy,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],sadly joke jihadi loon actively seek destroy useful idiot stooge opportunistic communist promoter likely fall line idea absurd abandoned reason humor,['Religion'],0,1,0,0,0
normal,['Refugee'],user  rd world immigrant,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user retarded,['Miscellaneous'],0,0,0,0,1
offensive,['None'],love picking annoying retarded habit think funny,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user ok buddy retard,['Miscellaneous'],0,0,0,0,1
normal,['Other'],user user ’ beef talking calyko retarded also need stop,['Miscellaneous'],0,0,0,0,1
hatespeech,['Caucasian'],user black black violence impossible white man  whitey also ’ move save save screw whitey,['Race'],1,0,0,0,0
offensive,['Refugee'],user cut amount illegal alien coming spend money american,['Miscellaneous'],0,0,0,0,1
normal,['None'],hate nothing work,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],crazy grandiose woman obviously fucking uneducated obviously ’ know difference poison medicine,['Gender'],0,0,1,0,0
normal,['None'],chike ofili propaganda say ifeanyi okowa mentioned name ipob god chukwuokikeabiama lie pit hell,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],user user yes terrorism hate islam,['Religion'],0,1,0,0,0
offensive,['Islam'],user jihadist bitch got go,['Religion'],0,1,0,0,0
offensive,['None'],user lakune retard,['Miscellaneous'],0,0,0,0,1
normal,['None'],shady hoe omg,['Miscellaneous'],0,0,0,0,1
normal,['None'],humor based racism homophobia sexism rape ’ fucking funny go home,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user user decide follow twitter rant post retard,['Miscellaneous'],0,0,0,0,1
normal,['Women'],user dream come true finally woman getting respect wwe,['Gender'],0,0,1,0,0
hatespeech,['Jewish'],agree number dam jew rat ruining america war perverted agenda like white country invade destroy best gas every last one parasite jew,['Religion'],0,1,0,0,0
offensive,['Other'],user proof retarded play xbox even accurate lmao,['Miscellaneous'],0,0,0,0,1
offensive,"['Homosexual', 'Men', 'Women']",faggot gay dyke homo,"['Sexual Orientation', 'Gender', 'Gender']",0,0,1,1,0
normal,['Other'],user great grandfather said seen propaganda since nazi put leaflet ghetto,['Miscellaneous'],0,0,0,0,1
normal,['Women'],to be honest dm muted because girl bitch cute user,['Gender'],0,0,1,0,0
normal,['None'],user still belief vega random act violence parkland sandyhook time bring light thesepeoplearesick,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],huh gay really ’ drive,['Sexual Orientation'],0,0,0,1,0
normal,['None'],assuming nut likely white knited away upper middle class college sjw feminist told hate trump sleep,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user damn actually retarded,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user user fucking hate shit passion turkey bastard,['Miscellaneous'],0,0,0,0,1
offensive,['None'],jordan pickford fucking copy john peaky blinder,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user epidemic america ghetto shitholes,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user hoe stripper ’ done arguing flea lmao,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user ’ say cause violence seems promote certain lifestyle though let ’ pretend ’,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user gatsby ’ retarded though,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user course user would like post illegal immigrant,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user user islamic culture demand clipping interfere cultural tradition,['Religion'],0,1,0,0,0
normal,['Refugee'],user marry cousin also need citizenship two undocumented immigrant equal citizen basic math,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user defining people movement existence crisis overtly nazi as shit rolled yet,['Miscellaneous'],0,0,0,0,1
normal,['None'],’ friend call tuesday margarita  better ready bitch,['Miscellaneous'],0,0,0,0,1
offensive,['Caucasian'],’ sick white party,['Race'],1,0,0,0,0
normal,['None'],user proud pro life nazi haha spouting b,['Miscellaneous'],0,0,0,0,1
hatespeech,['Asian'],bioethics need make clear moral engineer virus kill asian yes,['Race'],1,0,0,0,0
normal,['Homosexual'],user ’ good know see homosexuality made legal india far back date  ,['Sexual Orientation'],0,0,0,1,0
offensive,['African'],user avoid brown mutt path think humanity speciate west asian far ahead others always end high level segregation discord mixing lower population gap accelerating,['Race'],1,0,0,0,0
normal,['None'],oh god clippy hate thing like retarded version siri cortana every bit annoying get rid,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],found term called queer curious basically one like type girl low key live ,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user gt love gt implying  woman capable love either,['Miscellaneous'],0,0,0,0,1
normal,['None'],action espn dropping sportscaster name robert lee glaringly point reality left equal nazi brown shirt espn others simply expect violence dems gleefully promote commit,['Miscellaneous'],0,0,0,0,1
normal,['None'],imperative people offended stand united trump refuse play violence debate like one confederate monument say trump want projection,['Miscellaneous'],0,0,0,0,1
hatespeech,['None'],heartless bitch hate,['Miscellaneous'],0,0,0,0,1
normal,['None'],user retarded elderly pepo,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],user san bernardino resident ’ buy gun give jihadist neighbor look cool,['Religion'],0,1,0,0,0
offensive,['Other'],bitch kenny got key ’ emu lock damn door,['Miscellaneous'],0,0,0,0,1
hatespeech,['Refugee'],user get rid illegal alien send back home   ,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user yea you ’ retarded go werk guy,['Miscellaneous'],0,0,0,0,1
offensive,['None'],get comfortable around ’ gone think ’ fucking retarded lol,['Miscellaneous'],0,0,0,0,1
normal,['None'],user ’ next homorable mention ,['Miscellaneous'],0,0,0,0,1
normal,['None'],cold part la react nip death violence ’ even want,['Miscellaneous'],0,0,0,0,1
normal,['None'],dear friend refugee raqqa sent phileena home syrian strong cheese love cheese forever changed,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user think ’ nazi,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],split dick really shit little bitch  ok meek,['Gender'],0,0,1,0,0
normal,['Islam'],rt account safe place lgbtq member poc muslim woman people every nation,['Religion'],0,1,0,0,0
offensive,['Caucasian'],user ’ take self help career advice white men white woman blind poorer dynamic,['Race'],1,0,0,0,0
offensive,['Homosexual'],user ’ gay lmao,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],nobody gay minor inconvenience ok homophobic,['Sexual Orientation'],0,0,0,1,0
offensive,"['Jewish', 'Islam']",user wow islam side side w jew number case entire world happened jew kolkata,"['Religion', 'Religion']",0,1,0,0,0
hatespeech,"['Homosexual', 'African', 'Jewish']",unitetheright fucking alt lite shitcucks suck gay jew milo cock hate baste black men guy,"['Sexual Orientation', 'Race', 'Religion']",1,1,0,1,0
normal,['None'],comment “  ” follow back whoever like reply,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user retard restarted game,['Miscellaneous'],0,0,0,0,1
normal,['None'],’ gay gray asexual bi reality,['Miscellaneous'],0,0,0,0,1
normal,['Women'],imagine pullin ya bitch house nighas car outside n you look thru window n laid wit dude  ’ even imagine,['Gender'],0,0,1,0,0
normal,['None'],user user retarded asl,['Miscellaneous'],0,0,0,0,1
offensive,['None'],hey guy pika pika bitch,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],good morning everyone except illegal alien avocado ,['Miscellaneous'],0,0,0,0,1
offensive,['None'],heaven ghetto,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user immigrant transported low middle class neighborhood,['Miscellaneous'],0,0,0,0,1
offensive,['Asian'],user serb asian suppose low class geographically retarded american would able tell,['Race'],1,0,0,0,0
normal,['Refugee'],flaw skill based immigration system self evident ne asian average pretty smart maintain respectably civilized society mimicry skill based immigration taken logical conclusion mean white america better happy number billion chinese colonizer,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],islam follower love life matter stay safe,['Religion'],0,1,0,0,0
normal,"['Christian', 'Islam']",user thought one world religion seems catholic church embrace islam,"['Religion', 'Religion']",0,1,0,0,0
hatespeech,['Jewish'],absolutely beautiful video germany hitler close paradise beleagurd goy shall ever see jew   jew orchestrating  godspeed friend love you,['Religion'],0,1,0,0,0
normal,['None'],user scraped draw u mourinho home popped number number home ’ winning ot,['Miscellaneous'],0,0,0,0,1
normal,['None'],maybe ban nazi you want to worry tweeting something thousandth time,['Miscellaneous'],0,0,0,0,1
normal,"['Hindu', 'Islam']",user user shd film called hindu kashmir wud perfect islamic fanaticsm movement kashmir,"['Religion', 'Religion']",0,1,0,0,0
normal,['Refugee'],even without counting illegal immigrant vast majority immigrant entering u third world maga,['Miscellaneous'],0,0,0,0,1
hatespeech,['Refugee'],white go back start social security pension,['Miscellaneous'],0,0,0,0,1
normal,['Jewish'],user user ’ one going anti zionism connecting nazi fella,['Religion'],0,1,0,0,0
normal,['Other'],user saying retarded,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user ’ care american care illegal immigrant,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user did not ask ndp attracts ecosocailists love debt charles fucking pussy,['Miscellaneous'],0,0,0,0,1
offensive,"['Homosexual', 'Hispanic']",aventura coming celebration spic hoe spic gay,"['Sexual Orientation', 'Race']",1,0,0,1,0
offensive,['Homosexual'],user ’ gay general stipulation needed,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user got knowledge brocku mr carter professional rapper name jayz nigga real shit,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user germany understand knowledge called muslem brotherhood take look nazi party,['Religion'],0,1,0,0,0
normal,"['Hindu', 'Refugee']",user aww pidi user also visit countless kashmiri hindu living refugee various state delhi andaman,"['Religion', 'Miscellaneous']",0,1,0,0,1
normal,['Women'],going mess bitch look ,['Gender'],0,0,1,0,0
offensive,"['Refugee', 'Hispanic']",user give shit illegal mexican immigrant libtard deluxe anderson think say feel     ,"['Miscellaneous', 'Race']",1,0,0,0,1
offensive,['Islam'],user user target jihadi muslim rohingas,['Religion'],0,1,0,0,0
offensive,"['Refugee', 'Islam']",user user nordic country disturbingly high level muslim immigration,"['Miscellaneous', 'Religion']",0,1,0,0,1
offensive,['Islam'],afraid issue ill treatment military veteran farming elderly foreign staffed care home neglect homeless sacrifice child muslim rape gang widescale government corruption etc common place people longer give shit disgraceful,['Religion'],0,1,0,0,0
normal,['None'],user user learn islamic education school i am still gay honey,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],recognize mass immigration politically possible battle intensify eventually spill political violence demographic balance shift point even liberal start looking exit,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],user le immigrant house chose lower price open eye duetcheland,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user son bitch,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user i do not know man apparently got to queer moral must gay explanation,['Sexual Orientation'],0,0,0,1,0
normal,['Refugee'],user keep mind many many illegal immigrant connection somehow illegal tag pa design,['Miscellaneous'],0,0,0,0,1
offensive,['Jewish'],user user blame jew trump bet,['Religion'],0,1,0,0,0
normal,['Islam'],user probably indonesian malaysian muslim retweeted,['Religion'],0,1,0,0,0
offensive,['Refugee'],user bee illegal immigrant,['Miscellaneous'],0,0,0,0,1
normal,['None'],user threatened actual violence pretend violence worried,['Miscellaneous'],0,0,0,0,1
normal,['Women'],user wow bitch,['Gender'],0,0,1,0,0
normal,['None'],user disagree interracial marriage  st generation american chinese married white man found christ about culture you choose follow you are race seen many asian u following trad western culture many urban white,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user easy see fan idiot cannot write sentence single punctuation wonder you all like retard,['Miscellaneous'],0,0,0,0,1
normal,['Women'],user people always make obvious feminazis like signed contract look,['Gender'],0,0,1,0,0
hatespeech,['Islam'],user shut jihadi whole country burn oppose,['Religion'],0,1,0,0,0
offensive,['None'],user really fucking hate ’ seen many hot take based culture everyone take word,['Miscellaneous'],0,0,0,0,1
normal,['None'],oh hush rt user sliding dm economy whew child ghetto,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],user reject radical islam,['Religion'],0,1,0,0,0
offensive,['None'],excuse oh born incest birthed anus wunder take fat ginger state goobering retard lol,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],user stupid woman retard,['Gender'],0,0,1,0,0
hatespeech,"['Arab', 'Islam']",user user ’ fucking raghead moslem intentional spelling,"['Race', 'Religion']",1,1,0,0,0
offensive,['None'],yepper another day stupid yeah threaten eu tariff piss everyone turn you shithole country,['Miscellaneous'],0,0,0,0,1
normal,['None'],wow nothing plain fact one named violence appears twitter hate want dead least speaking truly bad,['Miscellaneous'],0,0,0,0,1
hatespeech,['Other'],’ army republican welcome hate,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user ah he fuckin retard,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user user bud adolf would let nazi nationalist make lampshade,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],democrat feel white privilege white racist problem retard retarted,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user do not understand cannot implement feature onto console change fov shit gayer james charles,['Miscellaneous'],0,0,0,0,1
normal,['Jewish'],user anonymous jew,['Religion'],0,1,0,0,0
