Labels,Targets,Corpus,None,African,Asian,Women,Caucasian,Jewish,Homosexual,Islam,Hispanic,Arab,Refugee,Economic,Other,Disability,Men,Indian,Christian,Hindu,Indigenous,Buddhism
offensive,['Refugee'],user forreal western country are the only fucking place where immigrant expect shit to cater to them,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],this nail salon i ’ m at is ghetto af how they lady that wa doing my nail stop to fight her boyfriend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],user i will show you the crime of jew for being kicked out of number country after work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],user disgusting evil mooslim will be calling uncle tommy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Homosexual'],faggot we aim to have a fascist echo chamber you faggot have yours on fb and twitter where we are censored you can not be edgy or meme and you control everything now we deserve ours,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],user user shut up retard i am going to sleep do not do anything dumb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,['None'],user user what ’ her refugee policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Islam'],user i do not ihate these clown trying to portray themselves the only muslim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user just a long they are not gay muslim an undocumented immigrant transgender right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user shot up i hate you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],muslim girl can ’ t ride ferris wheel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],he hate violence so i am assuming that you must love violence yourself there eh were you at charlottesville fighting those darn commie i guess you must be a big cantwell supporter then,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'], imagine all tha people living sep rat lee whoa ho ho ho    john lennon a white nationalist have been a sight to see,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Jewish'],jew stole my foreskin at number,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],very brave going full retard like that when the camera is rolling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
offensive,['Other'],user some people are just retarded like that,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
offensive,['Homosexual'],i just know that gay with airpods are going to cheat on me,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],infanticide maybe the democrat party is a greater danger to this nation than immigrant coming across the border just sayin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user sound swell but we will need immigrant to compete,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,"['Asian', 'Hispanic']",grew up in queen astoria wa greek italian jackson height wa waspy some hispanic forest hill wa all wasp now all diversified hardly any white most all asian hispanic mixed breed only left are old white plp can not nearly walk neighborhood a mess rat trap in once beautiful area,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user away back to your nazi headbanger music you wee pleb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],larxene is out here serving look in and fuck dude i sure am a lesbian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],any dirty wife slut want to have some fun share pic and just do crazy shit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user poor brendon  he need to put their ass in jail that straight up harassment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],maria bartiromo at record speed and extremist have to host refugee a this administration over number legislation approval,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],let ’ talk about fionn whitehead in dunkirk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['African', 'Asian', 'Hispanic']",i have nothing against black asian hispanic mixed but if you include them in movie or video game it forced diversity    ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],user user they do not want to upset the ghetto dweller by sounding too intelligent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
offensive,['Islam'],user i am buying a pair in support of hoping to offend more muslim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],crazy to be in a position where woman get mad at you for not being a typical asshole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],content abuse pedophilia stalking harassment gaslighting ableism sexism threat suicide nsfw self harm rape incest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['African'],why nigga be actin like the whole world against them when that karma start hittin they as no bitch you reap what you sow period,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],right ngl lad let u censor the shit before stick up they as bitch run rampant,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,['None'],user argentina still ha a big nazi following in some part the ideology is alive and well there to this day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user symbolizes retarded talk like when a und fan say und hockey program iz beter than duluth get it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Homosexual'],user it really deserves praise like it just we really want to showcase these two lesbian,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],user labor think that we care more about illegal immigrant on manus and nauru than we do this labor are in for a big shock,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,"['Caucasian', 'Women']",tomi lahren is the epitome of the white bitch all our folk wanted u to avoid,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Homosexual'],i am the king of the homo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],okay now get the islame ist muslimes out of our country for christ sake training camp really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],technically we ’ re all immigrant but i am about to hush  ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['Homosexual'],why do white queer and gay all look the same,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Asian'],ching chong new year,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['None'],user i hate you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user user is the first beneficiary of undocumented immigrant he can not run his golf course without them,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['None'],jew are white,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user lol pelican are retarded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],the commission call for an end to harmful stereotyping and hostile prejudice against older person which are resulting in age related discrimination and aggravated violence such a killing them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Homosexual'],minho they say number out of number boy is gay minho minho i hope it jisung jisung is very cute,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Arab'],user user stupid sand nigger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],user i hope ice arrest illegal immigrant and their sponsor,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],user bitch fuck you are niceness drop the,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],i wa thinking they were so retarded they actually mistook her for thomas jefferson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,['Refugee'],the president said he want countless number of immigrant to come to our country but they must come legally sotu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['None'],my ride is a chariot my bitch is a princess though i live in the ghetto feel like it a mansion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['Homosexual', 'Women']",highlight of my day being shouted at by some randoms in a car for being ‘ dressed like a lesbian ’,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],people should be able to recognize just how much we are at war when the criminally retarded are the only one that have a voice this is what america stood a one and voted to end,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
offensive,['None'],and i hate you “ it ’ a class in here ” bitch you see student coming in that ’ not in yo class right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Women'],user i do not knock door but it only because i am a bad bitch   ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Other'],where are the condemnation of violence against number kissimmee fl cop last night that left number dead hello medium rinos democrat bluelivesmatter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
offensive,['Refugee'],user no one spout hate against immigrant idiot,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user he ’ an illegal immigrant making million hasn ’ t paid tax and ha committed felony i believe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hatespeech,['Asian'],user user send an old chinaman to number number to beat up the old chinese bastard,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],user user why do muzzys hate so much,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],you all bitch want to starting acting up when the ice nd shit hit the ground bitch catch me in my basement ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Asian'],i thought asian are not fond of divorce what up with everyone in the gee family getting divorce left and right,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Jewish'],user he ’ delusional trying to say that jew built the pyramid what a joke,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Caucasian'],white people been overstaying they visa since number,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user if she come we in there bitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],white toe on pretty foot     the best,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],my tip to immigrant coming to america seeking asylum wear a maga hat and you will sail right thru,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user kind of surprised me that more legal immigrant aren ’ t more outspoken about illegal immigration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Islam'],user to late evil come only in trojan horse a islam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user isko election commission mei bhi bjp deekh gaya     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i do not know why they do solo cup stick to duo only solo are literally retarded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['None'],to the fucking asshole that lit off a firework directly behind my house i absolutely fucking hate you you piece of shit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user she ha her head all the way fcked up bro  like this bitch really out here stunnin for some fckin clout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user user let u not forget the typhoid outbreak in california yes brought in by illegal immigrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['Jewish'],user user labour are the party that will save u from the jew,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['African'],user for million of american including many black american abortion is literally a holocaust of the unborn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Homosexual'],user can i argue with you about how trap are gay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['African'],user i ’ m not playing he ghetto a shit  then why around there ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],miley the ghetto what is this,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],user user she not an american she a muslim one can not be both a hater of america amp a goat molester wife,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,"['Homosexual', 'African']",ew faggot no offense no more necessary i might run a cuck nigger i am black man forgot rob to be seen machine girl watch,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['Caucasian', 'Women']",every job in the world exists solely to make a white woman life better,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i am really a pretty bitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],radio news report this morning referenced “ law abiding illegal immigrant ” unbelievable you can ’ t make this stuff up journalism is dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],wherein i rise to point out in this election liberal idea are so good you must be forced to accept them with violence the threat of violence deception lie election rigging and parade of woman not smart enough to sue a billionaire who allegedly groped them maga trump,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user user and she wa allowed here a a refugee ong,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['African'],user your plan you ain t going to solve anything stupid negro so just go get a job love your master plan compared to mine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Men'],user user but men get raped a well yeah by other men you fucking idiot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hatespeech,['Arab'],user iranian hate you stupid racist animal more than their criminal ruler,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,"['Christian', 'Islam']",user right here bro found jesus who is not just a prophet howz life you an ex muslim too from yeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
normal,['Refugee'],user progressive who want gun safety law and who want immigrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['None'],user you got to watch ‘ return to paradise ’ with joakin phoenix that shit will have you never doing illegal shit in other country,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],clc first win and chuu teaser today is for the homosexual,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user yeah bitch go you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user i hate you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],u “ patriotism ” is just genocidal and fascist apologism taking pride in a white supremacist settler colonial empire is violence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],user although the mujahideen do not have airplane nuclear bomb or chemical weapon but they have just islam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],some bitch dropped her beer bottle last night at deol and glass went everywhere and somehow ended up in my shoe and my foot hurt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['Caucasian', 'Women']",user user mariah carey can you not read white bitch v,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['African', 'Women']",user what if some nigga threw you are airpods on some bitch,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],why do immigrant like ilhan omar and ted lieu come to america and try to change it to be more like the country they fled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['Women'],these hoe really be talking bout another hoe and still be in that hoe face,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user user maybe sturgeon will offer her a room at her house along with the syrian refugee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],user god blessed me with my retardeness and lazy atitude,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],who do bitch in horror movie always have huge house like cmon we know you can ’ t cover those property tax,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],user user the dreg of islamic state should be tried in syria and jailed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Women'],user she give woman a bad name ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Asian'],ching chong bing bong i am chinese who order fried rice lo mein sun tzu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user user in number kick a retard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['African', 'Refugee']",danai gurira the world doe not revolve around the u ado folk how dare she these black immigrant hate u,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['None'],chicago annual illegal alien related expense are number million and their annual annual deficit is number million you do the math,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['None'],i fucking hate myself,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Women'],a woman we are already undermined in a sense so you ’ ll meet your match with this one,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Asian'],user and everything everything book movie i ’ ve watched crazy rich asian yesterday amp i loved it,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user erm tommy robinson isn ’ t against refugee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['African'],real as nigga gaf bout a bitch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Asian'],when i get married i want my wedding to be like the one off crazy rich asian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['African', 'Women']",i know for a fact nigga like hoe idc how much y ’ all the try to degrade female for being go y ’ all love them,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],imagine hitting server still though little retard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],user fucking asshole it ’ all about the illegal alien,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],i will trust these bitch when part finally date elizabeth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['African'],black person hey tha white moderate shh you are adding fuel to the fire what would rosa do,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],user jihadi relax soon you will also sink in pain and anguish of your jihadi brother being killed by indian armed force,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],user what if the sugar gramp wa a s soilder who killed hundred of jew but is a multi billionaire ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user user wow i did not know retarded people knew how to tweet good for you buddy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user lmao nah she retarded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],local are no le than jihadis who pelted stone on the injured soldier and the liberal cry when they are hit by pellet gun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],the party elite hate immigrant this should be stopped,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user are they illegal immigrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],user all number “ undocumented ” immigrant are criminal by definition,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['None'],user i fucking hate her so much and i love her so much,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user you mean nazi they do not ban them enough frankly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],press release we want to commend jussie smollett on creating number job for number wonderful immigrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Islam'],user france in number after muslim take over,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['African'],user a bunch of little ghetto bastard child with no family structure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],bitch b annoying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Other'],user there are literal nazi on your list of conservative lmao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
offensive,['None'],spss is a fucking joke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user user look at all these retard attacking a congresswoman who doe not represent their district what sad loser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user   retarded whew child you sound pissed about your are not shit as brother,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Islam'],sud we selebrate shivaji birthday today especially when muslim brother are leaving under fear,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Islam'],disrespect islamic n it teaching,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Homosexual'],user jksfhjk dejame i am too gay for this,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user not tryna be that dude but illegal european immigrant can have this happen too,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],user lmao bitch retarded tryna call u broke bitch you got finessed   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i hate you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],our group chat name is “ down bitch ” when we all know theirs only number down bitch out of the of u,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user i wonder how the newspaper defined obvious racism a economic anxiety in germany a the nazi rose to power p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user you know it but we are a genuinely tolerant race who have always welcomed new immigrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['None'],i have the most retarded friend it crazy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Women'],user the real bitch of this whole story ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],damn i ’ m really retarded ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['None'],if you ’ re a grown fucking adult asking your parent for money you ’ re a shitty human being and i hate your gut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Caucasian'],user you stupid fat fucking white cracker bitch quit opening your mouth like you have a tic on the red carpet retard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user she look retarded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Jewish'],user user i ’ m blocked by ian he doesn ’ t like jew who don ’ t do a they are told,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Homosexual'],user good job scamming you fucking faggot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],user than you must support measure to decrease illegal alien pouring over the border resulting in overcrowded class size,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['Women'],user user two number angel woman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user oh i am fucken retarded ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Refugee'],user from number m illegal alien and number m dead people ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,['None'],user chutiye i am n indian muslim we fought for freedom gandu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user i hate you for this,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Other'],user and that is retarded to be honest he played well in that match mate,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,['None'],love people who hate you love despite the hate love despite the pain love despite the hurt love always ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user i am clearly a fucking retard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],i fucking hate you but i love you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],user we have no self respect shameless left labor is filling this country with terrorist and jihadis in the name of allah,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],user islamophobic you for real and how is islam a race you half wit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Women'],user how about rape incest and unviable fetus not the woman fault,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Other'],think about you i dream about you i talk about you i smile about you i cry about you i love you i hate you i need you so bad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hatespeech,['African'],i know i say this a lot but i really hate you nigga bro like,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['African'],user rule are rule leave the ghetto at the door when you walk in,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['African'],so no violence in the northern part of nigeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user he is a fucking beast asombalonga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Refugee'],user american citizen are also getting tired of news like this everyday knowing the dems support these illegal alien,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
offensive,['Other'],user user big shock google is retarded,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,['None'],traffic so retarded everywhere,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Caucasian'],user you are noy missing anything trust u still boring af amp still white af,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Caucasian'],white blog owner only covering white artist sound about white,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['African'],user shit be goofy af lol that ’ that old negro slave talk lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],vodacom is the ghetto ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
